name,price,delivery_time,product_url
"DiSano Extra Virgin Olive Oil 250ml, Cold Pressed, First…",₹356.00,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNjI2MjkyMDU1MjA4NjQxOjE3NTAyNDE0Mjc6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjMwMDU0MzMzNDU2MDEzMjoyOjI6Og==&url=%2FPressed-Extraction-Sauteing-Grilling-Dressing%2Fdp%2FB010GGCXB6%3Fpsc%3D1%26pd_rd_w%3DhpZYw%26content-id%3Damzn1.sym.63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_p%3D63afc697-39de-4ffc-aef8-3e052ddc4de1%26pf_rd_r%3DWRRFQYYQV1323WS4KR3Y%26pd_rd_wg%3DML4hu%26pd_rd_r%3D04dadd8c-9f92-4d78-9f1e-a9fc39c291bf%26pd_rd_i%3DB010GGCXB6%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_rfc_dsk_cp_ai_206296643031_hxwGS_sspa_dk_detail_5__i
Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) |…,Not Found,Not Found,Not Found
"Fortune Premium Kachi Ghani Pure Mustard Oil, 91…",₹190.00,4.4,https://www.amazon.in/Fortune-Kachi-Ghani-Pure-Mustard/dp/B0757631XR?pd_rd_w=npTQz&content-id=amzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_p=7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_r=PX99PW0Y4BVZVY85JVD8&pd_rd_wg=9Pcb9&pd_rd_r=3cd6d290-e608-462e-b63f-e7fe46e3824d&pd_rd_i=B0757631XR&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_2_og_d0_i
Fortune Pehli Dhaar First Pressed Kachi Ghani Must…,₹205.00,4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzk0NDA0Nzg4OTkyNDg3OjE3NTAyNDE0MzY6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjMwMDQ2ODQxODIzMTQzMjowOjA6Og==&url=%2FFortune-Pehli-Dhaar-Pressed-Mustard%2Fdp%2FB0D45H471Q%3Fpsc%3D1%26pd_rd_w%3DnpTQz%26content-id%3Damzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_p%3D7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_r%3DPX99PW0Y4BVZVY85JVD8%26pd_rd_wg%3D9Pcb9%26pd_rd_r%3D3cd6d290-e608-462e-b63f-e7fe46e3824d%26pd_rd_i%3DB0D45H471Q%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_rfc_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_3_sp_d30_i
Jivo Cold Pressed Chemical-Free Sunflower Oil - 5 Litre…,₹854.00,4.1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzk0NDA0Nzg4OTkyNDg3OjE3NTAyNDE0MzY6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjMwMDE2MDUyNjg5OTYzMjoxOjE6Og==&url=%2FJivo-Pressed-Chemical-Sunflower-Litre%2Fdp%2FB0991VMDB1%3Fpsc%3D1%26pd_rd_w%3DnpTQz%26content-id%3Damzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_p%3D7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_r%3DPX99PW0Y4BVZVY85JVD8%26pd_rd_wg%3D9Pcb9%26pd_rd_r%3D3cd6d290-e608-462e-b63f-e7fe46e3824d%26pd_rd_i%3DB0991VMDB1%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_rfc_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_4_sp_d85_i
"Fortune Premium Kachi Ghani Pure Mustard Oil, 1 l…",₹175.00,4.4,https://www.amazon.in/Fortune-Kachi-Ghani-Pure-Mustard/dp/B06XH9QPX2?pd_rd_w=npTQz&content-id=amzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_p=7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_r=PX99PW0Y4BVZVY85JVD8&pd_rd_wg=9Pcb9&pd_rd_r=3cd6d290-e608-462e-b63f-e7fe46e3824d&pd_rd_i=B06XH9QPX2&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_6_og_dN_i
"Fortune Refined Soybean Oil, 870gm Pouch (Weight May…",₹136.00,4.4,https://www.amazon.in/Fortune-Soyabean-Oil-1L-Pouch/dp/B00TX50T4K?pd_rd_w=npTQz&content-id=amzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_p=7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_r=PX99PW0Y4BVZVY85JVD8&pd_rd_wg=9Pcb9&pd_rd_r=3cd6d290-e608-462e-b63f-e7fe46e3824d&pd_rd_i=B00TX50T4K&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_7_og_dN_i
Tata Simply Better Pure & Unrefined Cold Pressed M…,₹246.00,4.5,https://www.amazon.in/Tata-Simply-Better-Cholesterol-Multipurpose/dp/B0C81GZF1H?pd_rd_w=npTQz&content-id=amzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_p=7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_r=PX99PW0Y4BVZVY85JVD8&pd_rd_wg=9Pcb9&pd_rd_r=3cd6d290-e608-462e-b63f-e7fe46e3824d&pd_rd_i=B0C81GZF1H&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_rfc_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_9_og_dN_i
Emami Healthy & Tasty Physically Refined Rice Br…,₹144.00,4.4,https://www.amazon.in/Emami-Healthy-Tasty-Refined-Pouch/dp/B074N7X8XV?pd_rd_w=npTQz&content-id=amzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_p=7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06&pf_rd_r=PX99PW0Y4BVZVY85JVD8&pd_rd_wg=9Pcb9&pd_rd_r=3cd6d290-e608-462e-b63f-e7fe46e3824d&pd_rd_i=B074N7X8XV&fpw=alm&almBrandId=ctnow&ref_=pd_alm_fs_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_10_og_dN_i
Natureland Organics Sunflower Oil 1 Ltr - Cold P…,₹350.00,4.2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzk0NDA0Nzg4OTkyNDg3OjE3NTAyNDE0MzY6c3Bfc3RvcmVmcm9udF9ibGVuZGVkOjIwMDc3NjMzODI1OTA4OjM6Mzo6&url=%2FNatureland-Organics-Sunflower-LTR-Pressed%2Fdp%2FB07B9VMHB8%3Fpsc%3D1%26pd_rd_w%3DnpTQz%26content-id%3Damzn1.sym.7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_p%3D7ccf15ce-ce2e-4fd8-9bdc-78183a0bdc06%26pf_rd_r%3DPX99PW0Y4BVZVY85JVD8%26pd_rd_wg%3D9Pcb9%26pd_rd_r%3D3cd6d290-e608-462e-b63f-e7fe46e3824d%26pd_rd_i%3DB07B9VMHB8%26fpw%3Dalm%26almBrandId%3Dctnow%26ref_%3Dpd_alm_fs_rfc_dsk_cp_ai_rzg_hxwGCG_sspa_dk_det_1_11_sp_d50_i
